Test,Vertices,Edge Probability,filename
0,135,0.21672000292133634,"6/test_v(135)_p([0.02, 0.4])_no(0).txt"
1,135,0.1374426468373765,"6/test_v(135)_p([0.02, 0.4])_no(1).txt"
2,135,0.17362405294782707,"6/test_v(135)_p([0.02, 0.4])_no(2).txt"
3,135,0.05268358435146839,"6/test_v(135)_p([0.02, 0.4])_no(3).txt"
4,135,0.20331363370447356,"6/test_v(135)_p([0.02, 0.4])_no(4).txt"
5,135,0.03849122467872698,"6/test_v(135)_p([0.02, 0.4])_no(5).txt"
6,135,0.38789030261053387,"6/test_v(135)_p([0.02, 0.4])_no(6).txt"
7,135,0.39156613060080525,"6/test_v(135)_p([0.02, 0.4])_no(7).txt"
8,135,0.3545255934965063,"6/test_v(135)_p([0.02, 0.4])_no(8).txt"
9,135,0.17826793477965974,"6/test_v(135)_p([0.02, 0.4])_no(9).txt"
10,135,0.1722467244123033,"6/test_v(135)_p([0.02, 0.4])_no(10).txt"
11,135,0.3854548237636431,"6/test_v(135)_p([0.02, 0.4])_no(11).txt"
12,135,0.12969901386265004,"6/test_v(135)_p([0.02, 0.4])_no(12).txt"
13,135,0.1346424595713647,"6/test_v(135)_p([0.02, 0.4])_no(13).txt"
14,135,0.25629471375683927,"6/test_v(135)_p([0.02, 0.4])_no(14).txt"
15,135,0.1923631602418688,"6/test_v(135)_p([0.02, 0.4])_no(15).txt"
16,135,0.11405198417155063,"6/test_v(135)_p([0.02, 0.4])_no(16).txt"
17,135,0.3975081868522354,"6/test_v(135)_p([0.02, 0.4])_no(17).txt"
18,135,0.021172804460043448,"6/test_v(135)_p([0.02, 0.4])_no(18).txt"
19,135,0.08797992103553529,"6/test_v(135)_p([0.02, 0.4])_no(19).txt"
20,135,0.022859192346926273,"6/test_v(135)_p([0.02, 0.4])_no(20).txt"
21,135,0.2196952652649843,"6/test_v(135)_p([0.02, 0.4])_no(21).txt"
22,135,0.286039384627958,"6/test_v(135)_p([0.02, 0.4])_no(22).txt"
23,135,0.21729057704137653,"6/test_v(135)_p([0.02, 0.4])_no(23).txt"
24,135,0.07910761593288897,"6/test_v(135)_p([0.02, 0.4])_no(24).txt"
25,135,0.1259077433400671,"6/test_v(135)_p([0.02, 0.4])_no(25).txt"
26,135,0.3572827260477778,"6/test_v(135)_p([0.02, 0.4])_no(26).txt"
27,135,0.3260896112358997,"6/test_v(135)_p([0.02, 0.4])_no(27).txt"
28,135,0.3787179518440516,"6/test_v(135)_p([0.02, 0.4])_no(28).txt"
29,135,0.36435744086438293,"6/test_v(135)_p([0.02, 0.4])_no(29).txt"
30,135,0.09047282023647599,"6/test_v(135)_p([0.02, 0.4])_no(30).txt"
31,135,0.19105285218923787,"6/test_v(135)_p([0.02, 0.4])_no(31).txt"
32,135,0.1349035749592116,"6/test_v(135)_p([0.02, 0.4])_no(32).txt"
33,135,0.3735806444768535,"6/test_v(135)_p([0.02, 0.4])_no(33).txt"
34,135,0.13526921368119252,"6/test_v(135)_p([0.02, 0.4])_no(34).txt"
35,135,0.13387906039930958,"6/test_v(135)_p([0.02, 0.4])_no(35).txt"
36,135,0.21061943011562123,"6/test_v(135)_p([0.02, 0.4])_no(36).txt"
37,135,0.17910472363260094,"6/test_v(135)_p([0.02, 0.4])_no(37).txt"
38,135,0.3227158246838846,"6/test_v(135)_p([0.02, 0.4])_no(38).txt"
39,135,0.2594095006563604,"6/test_v(135)_p([0.02, 0.4])_no(39).txt"
40,135,0.047358410797197804,"6/test_v(135)_p([0.02, 0.4])_no(40).txt"
41,135,0.37275404892566777,"6/test_v(135)_p([0.02, 0.4])_no(41).txt"
42,135,0.1977693228558591,"6/test_v(135)_p([0.02, 0.4])_no(42).txt"
43,135,0.3625385634569497,"6/test_v(135)_p([0.02, 0.4])_no(43).txt"
44,135,0.052275474292154914,"6/test_v(135)_p([0.02, 0.4])_no(44).txt"
45,135,0.31517517563962666,"6/test_v(135)_p([0.02, 0.4])_no(45).txt"
46,135,0.349064991606392,"6/test_v(135)_p([0.02, 0.4])_no(46).txt"
47,135,0.3018241832802904,"6/test_v(135)_p([0.02, 0.4])_no(47).txt"
48,135,0.2326605192546629,"6/test_v(135)_p([0.02, 0.4])_no(48).txt"
49,135,0.15640333533141088,"6/test_v(135)_p([0.02, 0.4])_no(49).txt"
0,145,0.23037563223942062,"6/test_v(145)_p([0.02, 0.4])_no(0).txt"
1,145,0.19443463933670257,"6/test_v(145)_p([0.02, 0.4])_no(1).txt"
2,145,0.3228461573245501,"6/test_v(145)_p([0.02, 0.4])_no(2).txt"
3,145,0.2791051793442821,"6/test_v(145)_p([0.02, 0.4])_no(3).txt"
4,145,0.20939016684158107,"6/test_v(145)_p([0.02, 0.4])_no(4).txt"
5,145,0.19401803349900212,"6/test_v(145)_p([0.02, 0.4])_no(5).txt"
6,145,0.25301132323509246,"6/test_v(145)_p([0.02, 0.4])_no(6).txt"
7,145,0.17060480273230602,"6/test_v(145)_p([0.02, 0.4])_no(7).txt"
8,145,0.39771906055495154,"6/test_v(145)_p([0.02, 0.4])_no(8).txt"
9,145,0.17169490559907166,"6/test_v(145)_p([0.02, 0.4])_no(9).txt"
10,145,0.04038489553745961,"6/test_v(145)_p([0.02, 0.4])_no(10).txt"
11,145,0.29304333288291906,"6/test_v(145)_p([0.02, 0.4])_no(11).txt"
12,145,0.2735906225110338,"6/test_v(145)_p([0.02, 0.4])_no(12).txt"
13,145,0.17770503613315075,"6/test_v(145)_p([0.02, 0.4])_no(13).txt"
14,145,0.3008999575418447,"6/test_v(145)_p([0.02, 0.4])_no(14).txt"
15,145,0.37557135172185047,"6/test_v(145)_p([0.02, 0.4])_no(15).txt"
16,145,0.15678553722163788,"6/test_v(145)_p([0.02, 0.4])_no(16).txt"
17,145,0.14309465717863448,"6/test_v(145)_p([0.02, 0.4])_no(17).txt"
18,145,0.256498899692108,"6/test_v(145)_p([0.02, 0.4])_no(18).txt"
19,145,0.21245072975059792,"6/test_v(145)_p([0.02, 0.4])_no(19).txt"
20,145,0.07668663068564369,"6/test_v(145)_p([0.02, 0.4])_no(20).txt"
21,145,0.3343357014234016,"6/test_v(145)_p([0.02, 0.4])_no(21).txt"
22,145,0.3409668369649236,"6/test_v(145)_p([0.02, 0.4])_no(22).txt"
23,145,0.15556027601174965,"6/test_v(145)_p([0.02, 0.4])_no(23).txt"
24,145,0.1813275524669274,"6/test_v(145)_p([0.02, 0.4])_no(24).txt"
25,145,0.2282606906680928,"6/test_v(145)_p([0.02, 0.4])_no(25).txt"
26,145,0.3306843202702749,"6/test_v(145)_p([0.02, 0.4])_no(26).txt"
27,145,0.19116037734793606,"6/test_v(145)_p([0.02, 0.4])_no(27).txt"
28,145,0.3798243658376948,"6/test_v(145)_p([0.02, 0.4])_no(28).txt"
29,145,0.24030758459502966,"6/test_v(145)_p([0.02, 0.4])_no(29).txt"
30,145,0.20383225232419408,"6/test_v(145)_p([0.02, 0.4])_no(30).txt"
31,145,0.08181599936010044,"6/test_v(145)_p([0.02, 0.4])_no(31).txt"
32,145,0.27465244966171154,"6/test_v(145)_p([0.02, 0.4])_no(32).txt"
33,145,0.03831265289273039,"6/test_v(145)_p([0.02, 0.4])_no(33).txt"
34,145,0.12555451066536294,"6/test_v(145)_p([0.02, 0.4])_no(34).txt"
35,145,0.2917313205492541,"6/test_v(145)_p([0.02, 0.4])_no(35).txt"
36,145,0.38156541140905437,"6/test_v(145)_p([0.02, 0.4])_no(36).txt"
37,145,0.06439588941733254,"6/test_v(145)_p([0.02, 0.4])_no(37).txt"
38,145,0.14660745409700776,"6/test_v(145)_p([0.02, 0.4])_no(38).txt"
39,145,0.2758853378622672,"6/test_v(145)_p([0.02, 0.4])_no(39).txt"
40,145,0.19813783230333917,"6/test_v(145)_p([0.02, 0.4])_no(40).txt"
41,145,0.22124971871621027,"6/test_v(145)_p([0.02, 0.4])_no(41).txt"
42,145,0.07808155684607486,"6/test_v(145)_p([0.02, 0.4])_no(42).txt"
43,145,0.3795651909115128,"6/test_v(145)_p([0.02, 0.4])_no(43).txt"
44,145,0.2815177665570298,"6/test_v(145)_p([0.02, 0.4])_no(44).txt"
45,145,0.13372265565807986,"6/test_v(145)_p([0.02, 0.4])_no(45).txt"
46,145,0.15334466522495363,"6/test_v(145)_p([0.02, 0.4])_no(46).txt"
47,145,0.2561182375453621,"6/test_v(145)_p([0.02, 0.4])_no(47).txt"
48,145,0.27175272688825536,"6/test_v(145)_p([0.02, 0.4])_no(48).txt"
49,145,0.3142338484933578,"6/test_v(145)_p([0.02, 0.4])_no(49).txt"
0,155,0.18641347913593273,"6/test_v(155)_p([0.02, 0.4])_no(0).txt"
1,155,0.1949460773344279,"6/test_v(155)_p([0.02, 0.4])_no(1).txt"
2,155,0.038135253995636186,"6/test_v(155)_p([0.02, 0.4])_no(2).txt"
3,155,0.03827253671750142,"6/test_v(155)_p([0.02, 0.4])_no(3).txt"
4,155,0.0492422315815352,"6/test_v(155)_p([0.02, 0.4])_no(4).txt"
5,155,0.034741197109869046,"6/test_v(155)_p([0.02, 0.4])_no(5).txt"
6,155,0.1988734485964365,"6/test_v(155)_p([0.02, 0.4])_no(6).txt"
7,155,0.09614078836547796,"6/test_v(155)_p([0.02, 0.4])_no(7).txt"
8,155,0.12539532495896163,"6/test_v(155)_p([0.02, 0.4])_no(8).txt"
9,155,0.35584877347215343,"6/test_v(155)_p([0.02, 0.4])_no(9).txt"
10,155,0.30988826512007245,"6/test_v(155)_p([0.02, 0.4])_no(10).txt"
11,155,0.08919163438609513,"6/test_v(155)_p([0.02, 0.4])_no(11).txt"
12,155,0.10263754974277395,"6/test_v(155)_p([0.02, 0.4])_no(12).txt"
13,155,0.36764270610959127,"6/test_v(155)_p([0.02, 0.4])_no(13).txt"
14,155,0.35329547747286033,"6/test_v(155)_p([0.02, 0.4])_no(14).txt"
15,155,0.07917064339919444,"6/test_v(155)_p([0.02, 0.4])_no(15).txt"
16,155,0.09915054610099895,"6/test_v(155)_p([0.02, 0.4])_no(16).txt"
17,155,0.08715413727764208,"6/test_v(155)_p([0.02, 0.4])_no(17).txt"
18,155,0.3618968410466021,"6/test_v(155)_p([0.02, 0.4])_no(18).txt"
19,155,0.12250712827282574,"6/test_v(155)_p([0.02, 0.4])_no(19).txt"
20,155,0.050557045281698465,"6/test_v(155)_p([0.02, 0.4])_no(20).txt"
21,155,0.07859293681660026,"6/test_v(155)_p([0.02, 0.4])_no(21).txt"
22,155,0.051453480993331635,"6/test_v(155)_p([0.02, 0.4])_no(22).txt"
23,155,0.09412161128064601,"6/test_v(155)_p([0.02, 0.4])_no(23).txt"
24,155,0.14711434763836279,"6/test_v(155)_p([0.02, 0.4])_no(24).txt"
25,155,0.21486451708953633,"6/test_v(155)_p([0.02, 0.4])_no(25).txt"
26,155,0.03743958212987101,"6/test_v(155)_p([0.02, 0.4])_no(26).txt"
27,155,0.10966121953488281,"6/test_v(155)_p([0.02, 0.4])_no(27).txt"
28,155,0.3225635432975136,"6/test_v(155)_p([0.02, 0.4])_no(28).txt"
29,155,0.220457688266888,"6/test_v(155)_p([0.02, 0.4])_no(29).txt"
30,155,0.20726417056498903,"6/test_v(155)_p([0.02, 0.4])_no(30).txt"
31,155,0.08522875141013173,"6/test_v(155)_p([0.02, 0.4])_no(31).txt"
32,155,0.31070064486752624,"6/test_v(155)_p([0.02, 0.4])_no(32).txt"
33,155,0.20617011683350123,"6/test_v(155)_p([0.02, 0.4])_no(33).txt"
34,155,0.12049427164642575,"6/test_v(155)_p([0.02, 0.4])_no(34).txt"
35,155,0.3566962332207274,"6/test_v(155)_p([0.02, 0.4])_no(35).txt"
36,155,0.09888156543554472,"6/test_v(155)_p([0.02, 0.4])_no(36).txt"
37,155,0.05552866708264616,"6/test_v(155)_p([0.02, 0.4])_no(37).txt"
38,155,0.3357250737229291,"6/test_v(155)_p([0.02, 0.4])_no(38).txt"
39,155,0.05569629485259904,"6/test_v(155)_p([0.02, 0.4])_no(39).txt"
40,155,0.1243081776310122,"6/test_v(155)_p([0.02, 0.4])_no(40).txt"
41,155,0.15333455353855727,"6/test_v(155)_p([0.02, 0.4])_no(41).txt"
42,155,0.0709547182914549,"6/test_v(155)_p([0.02, 0.4])_no(42).txt"
43,155,0.06856956048887573,"6/test_v(155)_p([0.02, 0.4])_no(43).txt"
44,155,0.10055081677189297,"6/test_v(155)_p([0.02, 0.4])_no(44).txt"
45,155,0.3595278913700581,"6/test_v(155)_p([0.02, 0.4])_no(45).txt"
46,155,0.14896177240374672,"6/test_v(155)_p([0.02, 0.4])_no(46).txt"
47,155,0.304431596227787,"6/test_v(155)_p([0.02, 0.4])_no(47).txt"
48,155,0.13063472219324768,"6/test_v(155)_p([0.02, 0.4])_no(48).txt"
49,155,0.1774446859539372,"6/test_v(155)_p([0.02, 0.4])_no(49).txt"
0,165,0.10891408246551584,"6/test_v(165)_p([0.02, 0.4])_no(0).txt"
1,165,0.39981419043918043,"6/test_v(165)_p([0.02, 0.4])_no(1).txt"
2,165,0.02517982125332345,"6/test_v(165)_p([0.02, 0.4])_no(2).txt"
3,165,0.34401506287399497,"6/test_v(165)_p([0.02, 0.4])_no(3).txt"
4,165,0.3751175052906987,"6/test_v(165)_p([0.02, 0.4])_no(4).txt"
5,165,0.29494719289388355,"6/test_v(165)_p([0.02, 0.4])_no(5).txt"
6,165,0.23404396681098982,"6/test_v(165)_p([0.02, 0.4])_no(6).txt"
7,165,0.23340259290609686,"6/test_v(165)_p([0.02, 0.4])_no(7).txt"
8,165,0.06055269941367232,"6/test_v(165)_p([0.02, 0.4])_no(8).txt"
9,165,0.2994514791575159,"6/test_v(165)_p([0.02, 0.4])_no(9).txt"
10,165,0.27553714558541315,"6/test_v(165)_p([0.02, 0.4])_no(10).txt"
11,165,0.29447737324941897,"6/test_v(165)_p([0.02, 0.4])_no(11).txt"
12,165,0.13421620897124384,"6/test_v(165)_p([0.02, 0.4])_no(12).txt"
13,165,0.3634705027885268,"6/test_v(165)_p([0.02, 0.4])_no(13).txt"
14,165,0.11911503580476385,"6/test_v(165)_p([0.02, 0.4])_no(14).txt"
15,165,0.13321713287409775,"6/test_v(165)_p([0.02, 0.4])_no(15).txt"
16,165,0.35261839602548695,"6/test_v(165)_p([0.02, 0.4])_no(16).txt"
17,165,0.079960356131024,"6/test_v(165)_p([0.02, 0.4])_no(17).txt"
18,165,0.20354641949901206,"6/test_v(165)_p([0.02, 0.4])_no(18).txt"
19,165,0.3873181330522627,"6/test_v(165)_p([0.02, 0.4])_no(19).txt"
20,165,0.04768677672542259,"6/test_v(165)_p([0.02, 0.4])_no(20).txt"
21,165,0.3276830745006635,"6/test_v(165)_p([0.02, 0.4])_no(21).txt"
22,165,0.25553764351390346,"6/test_v(165)_p([0.02, 0.4])_no(22).txt"
23,165,0.1521422470632293,"6/test_v(165)_p([0.02, 0.4])_no(23).txt"
24,165,0.12186999717888956,"6/test_v(165)_p([0.02, 0.4])_no(24).txt"
25,165,0.23036265350963037,"6/test_v(165)_p([0.02, 0.4])_no(25).txt"
26,165,0.07772498339784958,"6/test_v(165)_p([0.02, 0.4])_no(26).txt"
27,165,0.24552105261917753,"6/test_v(165)_p([0.02, 0.4])_no(27).txt"
28,165,0.28149459269074023,"6/test_v(165)_p([0.02, 0.4])_no(28).txt"
29,165,0.06355080293840633,"6/test_v(165)_p([0.02, 0.4])_no(29).txt"
30,165,0.30184264853063814,"6/test_v(165)_p([0.02, 0.4])_no(30).txt"
31,165,0.24746350543143197,"6/test_v(165)_p([0.02, 0.4])_no(31).txt"
32,165,0.07034784274758986,"6/test_v(165)_p([0.02, 0.4])_no(32).txt"
33,165,0.3525611803547721,"6/test_v(165)_p([0.02, 0.4])_no(33).txt"
34,165,0.15705872067798066,"6/test_v(165)_p([0.02, 0.4])_no(34).txt"
35,165,0.2833726419378498,"6/test_v(165)_p([0.02, 0.4])_no(35).txt"
36,165,0.03338667077430804,"6/test_v(165)_p([0.02, 0.4])_no(36).txt"
37,165,0.20414529203237794,"6/test_v(165)_p([0.02, 0.4])_no(37).txt"
38,165,0.08060270704852249,"6/test_v(165)_p([0.02, 0.4])_no(38).txt"
39,165,0.09168260104385983,"6/test_v(165)_p([0.02, 0.4])_no(39).txt"
40,165,0.14838917513413494,"6/test_v(165)_p([0.02, 0.4])_no(40).txt"
41,165,0.23709556609569954,"6/test_v(165)_p([0.02, 0.4])_no(41).txt"
42,165,0.1828617052968401,"6/test_v(165)_p([0.02, 0.4])_no(42).txt"
43,165,0.1986074388514057,"6/test_v(165)_p([0.02, 0.4])_no(43).txt"
44,165,0.07266808739579478,"6/test_v(165)_p([0.02, 0.4])_no(44).txt"
45,165,0.2773902600233413,"6/test_v(165)_p([0.02, 0.4])_no(45).txt"
46,165,0.18471588038958286,"6/test_v(165)_p([0.02, 0.4])_no(46).txt"
47,165,0.1697727693470773,"6/test_v(165)_p([0.02, 0.4])_no(47).txt"
48,165,0.3055861533984084,"6/test_v(165)_p([0.02, 0.4])_no(48).txt"
49,165,0.2520512186054702,"6/test_v(165)_p([0.02, 0.4])_no(49).txt"
0,175,0.31442222893313077,"6/test_v(175)_p([0.02, 0.4])_no(0).txt"
1,175,0.1841272701053544,"6/test_v(175)_p([0.02, 0.4])_no(1).txt"
2,175,0.38178395142643484,"6/test_v(175)_p([0.02, 0.4])_no(2).txt"
3,175,0.03506566530492762,"6/test_v(175)_p([0.02, 0.4])_no(3).txt"
4,175,0.3283035512670167,"6/test_v(175)_p([0.02, 0.4])_no(4).txt"
5,175,0.294495209506306,"6/test_v(175)_p([0.02, 0.4])_no(5).txt"
6,175,0.07338528722485105,"6/test_v(175)_p([0.02, 0.4])_no(6).txt"
7,175,0.13349001714408357,"6/test_v(175)_p([0.02, 0.4])_no(7).txt"
8,175,0.32242891716961813,"6/test_v(175)_p([0.02, 0.4])_no(8).txt"
9,175,0.0762236727498968,"6/test_v(175)_p([0.02, 0.4])_no(9).txt"
10,175,0.09567962702600663,"6/test_v(175)_p([0.02, 0.4])_no(10).txt"
11,175,0.35884809938130463,"6/test_v(175)_p([0.02, 0.4])_no(11).txt"
12,175,0.321981140720004,"6/test_v(175)_p([0.02, 0.4])_no(12).txt"
13,175,0.14823571644427963,"6/test_v(175)_p([0.02, 0.4])_no(13).txt"
14,175,0.10003562028526976,"6/test_v(175)_p([0.02, 0.4])_no(14).txt"
15,175,0.22857743126938157,"6/test_v(175)_p([0.02, 0.4])_no(15).txt"
16,175,0.06189368834674823,"6/test_v(175)_p([0.02, 0.4])_no(16).txt"
17,175,0.2045848032649877,"6/test_v(175)_p([0.02, 0.4])_no(17).txt"
18,175,0.02977143305096746,"6/test_v(175)_p([0.02, 0.4])_no(18).txt"
19,175,0.24197658436877606,"6/test_v(175)_p([0.02, 0.4])_no(19).txt"
20,175,0.35943011458574825,"6/test_v(175)_p([0.02, 0.4])_no(20).txt"
21,175,0.06982885421757581,"6/test_v(175)_p([0.02, 0.4])_no(21).txt"
22,175,0.22639869922859543,"6/test_v(175)_p([0.02, 0.4])_no(22).txt"
23,175,0.24587661244959133,"6/test_v(175)_p([0.02, 0.4])_no(23).txt"
24,175,0.03857700127643948,"6/test_v(175)_p([0.02, 0.4])_no(24).txt"
25,175,0.29499445907167,"6/test_v(175)_p([0.02, 0.4])_no(25).txt"
26,175,0.036379899610850405,"6/test_v(175)_p([0.02, 0.4])_no(26).txt"
27,175,0.04374557919031559,"6/test_v(175)_p([0.02, 0.4])_no(27).txt"
28,175,0.13793581417104422,"6/test_v(175)_p([0.02, 0.4])_no(28).txt"
29,175,0.2274930341581177,"6/test_v(175)_p([0.02, 0.4])_no(29).txt"
30,175,0.3838036217484136,"6/test_v(175)_p([0.02, 0.4])_no(30).txt"
31,175,0.26530703806726014,"6/test_v(175)_p([0.02, 0.4])_no(31).txt"
32,175,0.21772671114295453,"6/test_v(175)_p([0.02, 0.4])_no(32).txt"
33,175,0.2625871811585012,"6/test_v(175)_p([0.02, 0.4])_no(33).txt"
34,175,0.070716164076744,"6/test_v(175)_p([0.02, 0.4])_no(34).txt"
35,175,0.29513896100727055,"6/test_v(175)_p([0.02, 0.4])_no(35).txt"
36,175,0.14309648128101465,"6/test_v(175)_p([0.02, 0.4])_no(36).txt"
37,175,0.3898077232305513,"6/test_v(175)_p([0.02, 0.4])_no(37).txt"
38,175,0.14745134967360013,"6/test_v(175)_p([0.02, 0.4])_no(38).txt"
39,175,0.3495478336614583,"6/test_v(175)_p([0.02, 0.4])_no(39).txt"
40,175,0.11595101524883059,"6/test_v(175)_p([0.02, 0.4])_no(40).txt"
41,175,0.17493120237138518,"6/test_v(175)_p([0.02, 0.4])_no(41).txt"
42,175,0.1873680796584845,"6/test_v(175)_p([0.02, 0.4])_no(42).txt"
43,175,0.1592924454420611,"6/test_v(175)_p([0.02, 0.4])_no(43).txt"
44,175,0.3689754180445422,"6/test_v(175)_p([0.02, 0.4])_no(44).txt"
45,175,0.35215861430155354,"6/test_v(175)_p([0.02, 0.4])_no(45).txt"
46,175,0.30928999768363996,"6/test_v(175)_p([0.02, 0.4])_no(46).txt"
47,175,0.2785916403625177,"6/test_v(175)_p([0.02, 0.4])_no(47).txt"
48,175,0.054283433714238924,"6/test_v(175)_p([0.02, 0.4])_no(48).txt"
49,175,0.198454103246352,"6/test_v(175)_p([0.02, 0.4])_no(49).txt"
0,185,0.17884165067374067,"6/test_v(185)_p([0.02, 0.4])_no(0).txt"
1,185,0.10801567873996973,"6/test_v(185)_p([0.02, 0.4])_no(1).txt"
2,185,0.24004608897675764,"6/test_v(185)_p([0.02, 0.4])_no(2).txt"
3,185,0.120053859922476,"6/test_v(185)_p([0.02, 0.4])_no(3).txt"
4,185,0.3321527080736657,"6/test_v(185)_p([0.02, 0.4])_no(4).txt"
5,185,0.3792416067022383,"6/test_v(185)_p([0.02, 0.4])_no(5).txt"
6,185,0.2047513840050918,"6/test_v(185)_p([0.02, 0.4])_no(6).txt"
7,185,0.30208072371049227,"6/test_v(185)_p([0.02, 0.4])_no(7).txt"
8,185,0.2654039942847809,"6/test_v(185)_p([0.02, 0.4])_no(8).txt"
9,185,0.11657749279020409,"6/test_v(185)_p([0.02, 0.4])_no(9).txt"
10,185,0.2597617211704735,"6/test_v(185)_p([0.02, 0.4])_no(10).txt"
11,185,0.38321589015486995,"6/test_v(185)_p([0.02, 0.4])_no(11).txt"
12,185,0.21401776626683863,"6/test_v(185)_p([0.02, 0.4])_no(12).txt"
13,185,0.16640217295391752,"6/test_v(185)_p([0.02, 0.4])_no(13).txt"
14,185,0.21631056981905827,"6/test_v(185)_p([0.02, 0.4])_no(14).txt"
15,185,0.30401860454269464,"6/test_v(185)_p([0.02, 0.4])_no(15).txt"
16,185,0.2738617053201944,"6/test_v(185)_p([0.02, 0.4])_no(16).txt"
17,185,0.16409951682174082,"6/test_v(185)_p([0.02, 0.4])_no(17).txt"
18,185,0.029655697171539375,"6/test_v(185)_p([0.02, 0.4])_no(18).txt"
19,185,0.30862343247661694,"6/test_v(185)_p([0.02, 0.4])_no(19).txt"
20,185,0.3475800712257837,"6/test_v(185)_p([0.02, 0.4])_no(20).txt"
21,185,0.12453493571039871,"6/test_v(185)_p([0.02, 0.4])_no(21).txt"
22,185,0.394678178890331,"6/test_v(185)_p([0.02, 0.4])_no(22).txt"
23,185,0.29741420346052344,"6/test_v(185)_p([0.02, 0.4])_no(23).txt"
24,185,0.1423599873164447,"6/test_v(185)_p([0.02, 0.4])_no(24).txt"
25,185,0.36074325919103795,"6/test_v(185)_p([0.02, 0.4])_no(25).txt"
26,185,0.13597034442873573,"6/test_v(185)_p([0.02, 0.4])_no(26).txt"
27,185,0.22024460490380937,"6/test_v(185)_p([0.02, 0.4])_no(27).txt"
28,185,0.1644912344441396,"6/test_v(185)_p([0.02, 0.4])_no(28).txt"
29,185,0.03303454648446179,"6/test_v(185)_p([0.02, 0.4])_no(29).txt"
30,185,0.14323917520089752,"6/test_v(185)_p([0.02, 0.4])_no(30).txt"
31,185,0.18649378436632733,"6/test_v(185)_p([0.02, 0.4])_no(31).txt"
32,185,0.3108703762863574,"6/test_v(185)_p([0.02, 0.4])_no(32).txt"
33,185,0.3012774121946629,"6/test_v(185)_p([0.02, 0.4])_no(33).txt"
34,185,0.23084874483339063,"6/test_v(185)_p([0.02, 0.4])_no(34).txt"
35,185,0.025383886671622113,"6/test_v(185)_p([0.02, 0.4])_no(35).txt"
36,185,0.18903327088508484,"6/test_v(185)_p([0.02, 0.4])_no(36).txt"
37,185,0.22294828722980797,"6/test_v(185)_p([0.02, 0.4])_no(37).txt"
38,185,0.31522762089537654,"6/test_v(185)_p([0.02, 0.4])_no(38).txt"
39,185,0.16047286789720278,"6/test_v(185)_p([0.02, 0.4])_no(39).txt"
40,185,0.11682609397844627,"6/test_v(185)_p([0.02, 0.4])_no(40).txt"
41,185,0.10727461066808712,"6/test_v(185)_p([0.02, 0.4])_no(41).txt"
42,185,0.344986503246115,"6/test_v(185)_p([0.02, 0.4])_no(42).txt"
43,185,0.20753795873069233,"6/test_v(185)_p([0.02, 0.4])_no(43).txt"
44,185,0.2972259386364524,"6/test_v(185)_p([0.02, 0.4])_no(44).txt"
45,185,0.31864132259253153,"6/test_v(185)_p([0.02, 0.4])_no(45).txt"
46,185,0.15460101477536548,"6/test_v(185)_p([0.02, 0.4])_no(46).txt"
47,185,0.02378244619688025,"6/test_v(185)_p([0.02, 0.4])_no(47).txt"
48,185,0.31350791863229427,"6/test_v(185)_p([0.02, 0.4])_no(48).txt"
49,185,0.22746019605676152,"6/test_v(185)_p([0.02, 0.4])_no(49).txt"
0,195,0.16516112374276007,"6/test_v(195)_p([0.02, 0.4])_no(0).txt"
1,195,0.1049563468414074,"6/test_v(195)_p([0.02, 0.4])_no(1).txt"
2,195,0.2856790722302657,"6/test_v(195)_p([0.02, 0.4])_no(2).txt"
3,195,0.3828348244644509,"6/test_v(195)_p([0.02, 0.4])_no(3).txt"
4,195,0.03727363330040763,"6/test_v(195)_p([0.02, 0.4])_no(4).txt"
5,195,0.09607046907098586,"6/test_v(195)_p([0.02, 0.4])_no(5).txt"
6,195,0.37041799570857814,"6/test_v(195)_p([0.02, 0.4])_no(6).txt"
7,195,0.0668906270803613,"6/test_v(195)_p([0.02, 0.4])_no(7).txt"
8,195,0.34340147143949395,"6/test_v(195)_p([0.02, 0.4])_no(8).txt"
9,195,0.3623191489627824,"6/test_v(195)_p([0.02, 0.4])_no(9).txt"
10,195,0.30446822780648275,"6/test_v(195)_p([0.02, 0.4])_no(10).txt"
11,195,0.26956293655141367,"6/test_v(195)_p([0.02, 0.4])_no(11).txt"
12,195,0.05858045886835338,"6/test_v(195)_p([0.02, 0.4])_no(12).txt"
13,195,0.24772838949722625,"6/test_v(195)_p([0.02, 0.4])_no(13).txt"
14,195,0.3356748479239288,"6/test_v(195)_p([0.02, 0.4])_no(14).txt"
15,195,0.39694592550058055,"6/test_v(195)_p([0.02, 0.4])_no(15).txt"
16,195,0.03212021348452137,"6/test_v(195)_p([0.02, 0.4])_no(16).txt"
17,195,0.1531892143791289,"6/test_v(195)_p([0.02, 0.4])_no(17).txt"
18,195,0.11741979036878895,"6/test_v(195)_p([0.02, 0.4])_no(18).txt"
19,195,0.24084116706860198,"6/test_v(195)_p([0.02, 0.4])_no(19).txt"
20,195,0.24813501002420024,"6/test_v(195)_p([0.02, 0.4])_no(20).txt"
21,195,0.11066091339684388,"6/test_v(195)_p([0.02, 0.4])_no(21).txt"
22,195,0.3706555252437128,"6/test_v(195)_p([0.02, 0.4])_no(22).txt"
23,195,0.35220168271150315,"6/test_v(195)_p([0.02, 0.4])_no(23).txt"
24,195,0.1767025941523533,"6/test_v(195)_p([0.02, 0.4])_no(24).txt"
